vocab_id,merge_key,kana,kanji,jlpt_level,jlpt_numeric,english_definitions_json,sources_json,genki_chapters_json,jmdict_seq_json,mapping_methods_json,matched_on_json
2111,てんさい||天才,てんさい,天才,N1,1,"[""genius, prodigy, natural gift""]","[""jlpt_n1""]",[],[1439090],"[""jlpt_source""]",[]
2112,てんさい||天災,てんさい,天災,N1,1,"[""natural calamity, disaster""]","[""jlpt_n1""]",[],[1439110],"[""jlpt_source""]",[]
2113,てんじ||展示,てんじ,展示,N1,1,"[""exhibition, display""]","[""jlpt_n1""]",[],[1440610],"[""jlpt_source""]",[]
2114,てんじょう||天井,てんじょう,天井,N1,1,"[""ceiling, ceiling price""]","[""jlpt_n1""]",[],[1438340],"[""jlpt_source""]",[]
2115,てんじる||転じる,てんじる,転じる,N1,1,"[""to turn, to shift, to alter, to distract""]","[""jlpt_n1""]",[],[1441040],"[""jlpt_source""]",[]
2116,てんせん||点線,てんせん,点線,N1,1,"[""dotted line, perforated line""]","[""jlpt_n1""]",[],[1441690],"[""jlpt_source""]",[]
2117,てんたい||天体,てんたい,天体,N1,1,"[""heavenly body""]","[""jlpt_n1""]",[],[1439740],"[""jlpt_source""]",[]
2118,てんてん||転転,てんてん,転転,N1,1,"[""rolling about, moving from place to place, being passed around repeatedly""]","[""jlpt_n1""]",[],[1704220],"[""jlpt_source""]",[]
2119,てんで||,てんで,,N1,1,"[""(not) at all, altogether, entirely""]","[""jlpt_n1""]",[],[1008320],"[""jlpt_source""]",[]
2120,てんにん||転任,てんにん,転任,N1,1,"[""change of post""]","[""jlpt_n1""]",[],[1441320],"[""jlpt_source""]",[]
2121,てんぼう||展望,てんぼう,展望,N1,1,"[""view, outlook, prospect""]","[""jlpt_n1""]",[],[1440640],"[""jlpt_source""]",[]
2122,てんらく||転落,てんらく,転落,N1,1,"[""fall, degradation, slump""]","[""jlpt_n1""]",[],[1441370],"[""jlpt_source""]",[]
2123,であう||出合う,であう,出合う,N1,1,"[""to meet by chance, to come across, to happen to encounter, to hold a rendezvous, to have a date""]","[""jlpt_n1""]",[],[1598530],"[""jlpt_source""]",[]
2124,でいりぐち||出入り口,でいりぐち,出入り口,N1,1,"[""exit and entrance""]","[""jlpt_n1""]",[],[1598540],"[""jlpt_source""]",[]
2125,でかい||,でかい,,N1,1,"[""huge""]","[""jlpt_n1""]",[],[1008370],"[""jlpt_source""]",[]
2126,できもの||出来物,できもの,出来物,N1,1,"[""able man, tumour, growth, boil, ulcer, abcess, rash, pimple""]","[""jlpt_n1""]",[],[1580150],"[""jlpt_source""]",[]
2127,できる||出切る,できる,出切る,N1,1,"[""to be out of, to have no more at hand""]","[""jlpt_n1""]",[],[1339500],"[""jlpt_source""]",[]
2128,でくわす||出くわす,でくわす,出くわす,N1,1,"[""to happen to meet, to come across""]","[""jlpt_n1""]",[],[1337950],"[""jlpt_source""]",[]
2129,でたらめ||出鱈目,でたらめ,出鱈目,N1,1,"[""irresponsible utterance, nonsense, nonsensical, random, haphazard, unsystematic""]","[""jlpt_n1""]",[],[1339630],"[""jlpt_source""]",[]
2130,でなおし||出直し,でなおし,出直し,N1,1,"[""adjustment, touch up""]","[""jlpt_n1""]",[],[1339740],"[""jlpt_source""]",[]
2131,でんえん||田園,でんえん,田園,N1,1,"[""country, rural districts""]","[""jlpt_n1""]",[],[1442740],"[""jlpt_source""]",[]
2132,でんげん||電源,でんげん,電源,N1,1,"[""source of electricity, power (button on TV etc.)""]","[""jlpt_n1""]",[],[1443220],"[""jlpt_source""]",[]
2133,でんごん||伝言,でんごん,伝言,N1,1,"[""verbal message, rumor, word""]","[""jlpt_n1""]",[],[1582180],"[""jlpt_source""]",[]
2134,でんせつ||伝説,でんせつ,伝説,N1,1,"[""tradition, legend, folklore""]","[""jlpt_n1""]",[],[1442100],"[""jlpt_source""]",[]
2135,でんせん||電線,でんせん,電線,N1,1,"[""electric line""]","[""jlpt_n1""]",[],[1443570],"[""jlpt_source""]",[]
2136,でんたつ||伝達,でんたつ,伝達,N1,1,"[""transmission (e.g. news), communication, delivery""]","[""jlpt_n1""]",[],[1442240],"[""jlpt_source""]",[]
2137,でんらい||伝来,でんらい,伝来,N1,1,"[""ancestral, hereditary, imported, transmitted, handed down""]","[""jlpt_n1""]",[],[1442450],"[""jlpt_source""]",[]
2138,と||,と,,N1,1,"[""1. if (conjunction), 2. promoted pawn (shogi) (abbr)""]","[""jlpt_n1""]",[],[1008490],"[""jlpt_source""]",[]
2139,といあわせる||問い合わせる,といあわせる,問い合わせる,N1,1,"[""to enquire, to seek information""]","[""jlpt_n1""]",[],[1535960],"[""jlpt_source""]",[]
2140,といや||問屋,といや,問屋,N1,1,"[""wholesale store""]","[""jlpt_n1""]",[],[1584790],"[""jlpt_source""]",[]
2141,とう||問う,とう,問う,N1,1,"[""to ask, to question, to charge (i.e. with a crime), to accuse, without regard to (neg)""]","[""jlpt_n1""]",[],[1536000],"[""jlpt_source""]",[]
2142,とう||棟,とう,棟,N1,1,"[""place, section, building""]","[""jlpt_n1""]",[],[1448340],"[""jlpt_source""]",[]
2143,とう||等,とう,等,N1,1,"[""et cetera, etc., and the like""]","[""jlpt_n1""]",[],[1582305],"[""jlpt_source""]",[]
2144,とうき||陶器,とうき,陶器,N1,1,"[""pottery, ceramics""]","[""jlpt_n1""]",[],[1450610],"[""jlpt_source""]",[]
2145,とうきゅう||等級,とうきゅう,等級,N1,1,"[""grade, class""]","[""jlpt_n1""]",[],[1449410],"[""jlpt_source""]",[]
2146,とうぎ||討議,とうぎ,討議,N1,1,"[""debate, discussion""]","[""jlpt_n1""]",[],[1449960],"[""jlpt_source""]",[]
2147,とうこう||登校,とうこう,登校,N1,1,"[""attendance (at school)""]","[""jlpt_n1""]",[],[1444760],"[""jlpt_source""]",[]
2148,とうごう||統合,とうごう,統合,N1,1,"[""integration, unification, synthesis""]","[""jlpt_n1""]",[],[1449760],"[""jlpt_source""]",[]
2149,とうさん||倒産,とうさん,倒産,N1,1,"[""(corporate) bankruptcy, insolvency""]","[""jlpt_n1""]",[],[1445890],"[""jlpt_source""]",[]
2150,とうし||投資,とうし,投資,N1,1,"[""investment""]","[""jlpt_n1""]",[],[1447230],"[""jlpt_source""]",[]
2151,とうじ||統治,とうじ,統治,N1,1,"[""rule, reign, government, governing""]","[""jlpt_n1""]",[],[1449790],"[""jlpt_source""]",[]
2152,とうせい||統制,とうせい,統制,N1,1,"[""regulation, control""]","[""jlpt_n1""]",[],[1449820],"[""jlpt_source""]",[]
2153,とうせん||当選,とうせん,当選,N1,1,"[""being elected, winning the prize""]","[""jlpt_n1""]",[],[1449180],"[""jlpt_source""]",[]
2154,とうそう||逃走,とうそう,逃走,N1,1,"[""flight, desertion, escape""]","[""jlpt_n1""]",[],[1450450],"[""jlpt_source""]",[]
2155,とうそつ||統率,とうそつ,統率,N1,1,"[""command, lead, generalship, leadership""]","[""jlpt_n1""]",[],[1449840],"[""jlpt_source""]",[]
2156,とうたつ||到達,とうたつ,到達,N1,1,"[""reaching, attaining, arrival""]","[""jlpt_n1""]",[],[1449860],"[""jlpt_source""]",[]
2157,とうてい||到底,とうてい,到底,N1,1,"[""(cannot) possibly""]","[""jlpt_n1""]",[],[1449880],"[""jlpt_source""]",[]
2158,とうとう||丁々,とうとう,丁々,N1,1,"[""clashing of swords, felling of trees, ringing of an ax""]","[""jlpt_n1""]",[],[2857308],"[""jlpt_source""]",[]
2159,とうにゅう||投入,とうにゅう,投入,N1,1,"[""throw, investment, making (an electrical circuit)""]","[""jlpt_n1""]",[],[1447300],"[""jlpt_source""]",[]
2160,とうにん||当人,とうにん,当人,N1,1,"[""the one concerned, the said person""]","[""jlpt_n1""]",[],[1449120],"[""jlpt_source""]",[]
2161,とうぼう||逃亡,とうぼう,逃亡,N1,1,"[""escape""]","[""jlpt_n1""]",[],[1450470],"[""jlpt_source""]",[]
2162,とうみん||冬眠,とうみん,冬眠,N1,1,"[""hibernation, winter sleep""]","[""jlpt_n1""]",[],[1446150],"[""jlpt_source""]",[]
2163,とうろく||登録,とうろく,登録,N1,1,"[""registration, register, entry, record""]","[""jlpt_n1""]",[],[1444810],"[""jlpt_source""]",[]
2164,とうろん||討論,とうろん,討論,N1,1,"[""debate, discussion""]","[""jlpt_n1""]",[],[1449980],"[""jlpt_source""]",[]
2165,とおざかる||遠ざかる,とおざかる,遠ざかる,N1,1,"[""to go far off""]","[""jlpt_n1""]",[],[1177830],"[""jlpt_source""]",[]
2166,とおまわり||遠回り,とおまわり,遠回り,N1,1,"[""detour, roundabout way""]","[""jlpt_n1""]",[],[1177930],"[""jlpt_source""]",[]
2167,とおりかかる||通りかかる,とおりかかる,通りかかる,N1,1,"[""to happen to pass by""]","[""jlpt_n1""]",[],[1432940],"[""jlpt_source""]",[]
2168,とかく||兎角,とかく,兎角,N1,1,"[""anyhow, anyway, somehow or other, generally speaking, in any case, this and that, many, be apt to""]","[""jlpt_n1""]",[],[1444050],"[""jlpt_source""]",[]
2169,とがめる||咎める,とがめる,咎める,N1,1,"[""to blame, to find fault, to take someone to task, to aggravate (an injury)""]","[""jlpt_n1""]",[],[1565100],"[""jlpt_source""]",[]
2170,ときおり||時折,ときおり,時折,N1,1,"[""sometimes""]","[""jlpt_n1""]",[],[1598670],"[""jlpt_source""]",[]
2171,とぎれる||跡切れる,とぎれる,跡切れる,N1,1,"[""to pause, to be interrupted""]","[""jlpt_n1""]",[],[1598690],"[""jlpt_source""]",[]
2172,とく||説く,とく,説く,N1,1,"[""to explain, to advocate, to preach, to persuade""]","[""jlpt_n1""]",[],[1386420],"[""jlpt_source""]",[]
2173,とくぎ||特技,とくぎ,特技,N1,1,"[""special skill""]","[""jlpt_n1""]",[],[1454740],"[""jlpt_source""]",[]
2174,とくさん||特産,とくさん,特産,N1,1,"[""specialty, special product""]","[""jlpt_n1""]",[],[1454920],"[""jlpt_source""]",[]
2175,とくしゅう||特集,とくしゅう,特集,N1,1,"[""feature (e.g. newspaper), special edition, report""]","[""jlpt_n1""]",[],[1455060],"[""jlpt_source""]",[]
2176,とくてん||得点,とくてん,得点,N1,1,"[""score, points made, marks obtained, runs""]","[""jlpt_n1""]",[],[1454590],"[""jlpt_source""]",[]
2177,とくは||特派,とくは,特派,N1,1,"[""send specially, special envoy""]","[""jlpt_n1""]",[],[1455230],"[""jlpt_source""]",[]
2178,とくゆう||特有,とくゆう,特有,N1,1,"[""characteristic (of), peculiar (to)""]","[""jlpt_n1""]",[],[1455370],"[""jlpt_source""]",[]
2179,とぐ||研ぐ,とぐ,研ぐ,N1,1,"[""to sharpen, to grind, to scour, to hone, to polish, to wash (rice)""]","[""jlpt_n1""]",[],[1598700],"[""jlpt_source""]",[]
2180,とげ||刺,とげ,刺,N1,1,"[""thorn, splinter, spine, biting words""]","[""jlpt_n1""]",[],[1598710],"[""jlpt_source""]",[]
2181,とげる||遂げる,とげる,遂げる,N1,1,"[""to accomplish, to achieve, to carry out""]","[""jlpt_n1""]",[],[1372620],"[""jlpt_source""]",[]
2182,とこ||床,とこ,床,N1,1,"[""bed, sickbed, alcove, padding""]","[""jlpt_n1""]",[],[1349370],"[""jlpt_source""]",[]
2183,ところが||所が,ところが,所が,N1,1,"[""however, while, even if""]","[""jlpt_n1""]",[],[1008570],"[""jlpt_source""]",[]
2184,ところで||所で,ところで,所で,N1,1,"[""by the way, even if, no matter what""]","[""jlpt_n1""]",[],[1343110],"[""jlpt_source""]",[]
2185,としごろ||年頃,としごろ,年頃,N1,1,"[""age, marriageable age, age of puberty, adolescence, for some years""]","[""jlpt_n1""]",[],[1468660],"[""jlpt_source""]",[]
2186,としより||年寄り,としより,年寄り,N1,1,"[""old people, the aged""]","[""jlpt_n1""]",[],[1598750],"[""jlpt_source""]",[]
2187,とじまり||戸締り,とじまり,戸締り,N1,1,"[""closing up, fastening the doors""]","[""jlpt_n1""]",[],[1267060],"[""jlpt_source""]",[]
2188,とじょう||途上,とじょう,途上,N1,1,"[""en route, half way""]","[""jlpt_n1""]",[],[1444870],"[""jlpt_source""]",[]
2189,とじる||綴じる,とじる,綴じる,N1,1,"[""to bind, to file""]","[""jlpt_n1""]",[],[1433770],"[""jlpt_source""]",[]
2190,とだえる||途絶える,とだえる,途絶える,N1,1,"[""to stop, to cease, to come to an end""]","[""jlpt_n1""]",[],[1444900],"[""jlpt_source""]",[]
2191,とっきょ||特許,とっきょ,特許,N1,1,"[""special permission, patent""]","[""jlpt_n1""]",[],[1454780],"[""jlpt_source""]",[]
2192,とっくに||疾っくに,とっくに,疾っくに,N1,1,"[""long ago, already, a long time ago""]","[""jlpt_n1""]",[],[1320570],"[""jlpt_source""]",[]
2193,とっけん||特権,とっけん,特権,N1,1,"[""privilege, special right""]","[""jlpt_n1""]",[],[1454870],"[""jlpt_source""]",[]
2194,とっさ||咄嗟,とっさ,咄嗟,N1,1,"[""moment, instant""]","[""jlpt_n1""]",[],[1565170],"[""jlpt_source""]",[]
2195,とって||取っ手,とって,取っ手,N1,1,"[""handle, grip, knob""]","[""jlpt_n1""]",[],[1598780],"[""jlpt_source""]",[]
2196,とっぱ||突破,とっぱ,突破,N1,1,"[""breaking through, breakthrough, penetration""]","[""jlpt_n1""]",[],[1457100],"[""jlpt_source""]",[]
2197,とつじょ||突如,とつじょ,突如,N1,1,"[""suddenly, all of a sudden""]","[""jlpt_n1""]",[],[1457090],"[""jlpt_source""]",[]
2198,とても||迚も,とても,迚も,N1,1,"[""very, awfully, exceedingly""]","[""jlpt_n1""]",[],[1008630],"[""jlpt_source""]",[]
2199,ととのえる||整える,ととのえる,整える,N1,1,"[""to put in order, to get ready, to arrange, to adjust""]","[""jlpt_n1""]",[],[1376140],"[""jlpt_source""]",[]
2200,とどけ||届け,とどけ,届け,N1,1,"[""report, notification, registration""]","[""jlpt_n1""]",[],[1598810],"[""jlpt_source""]",[]
2201,とどこおる||滞る,とどこおる,滞る,N1,1,"[""to stagnate, to be delayed""]","[""jlpt_n1""]",[],[1410920],"[""jlpt_source""]",[]
2202,とどまる||止まる,とどまる,止まる,N1,1,"[""to be limited to""]","[""jlpt_n1""]",[],[2657130],"[""jlpt_source""]",[]
2203,とどめる||止める,とどめる,止める,N1,1,"[""to stop, to cease, to put an end to""]","[""jlpt_n1""]",[],[1598820],"[""jlpt_source""]",[]
2204,とどめる||留める,とどめる,留める,N1,1,"[""to stop, to cease, to put an end to""]","[""jlpt_n1""]",[],[1598820],"[""jlpt_source""]",[]
2205,となえる||唱える,となえる,唱える,N1,1,"[""to recite, to chant, to call upon""]","[""jlpt_n1""]",[],[1347490],"[""jlpt_source""]",[]
2206,とにかく||兎に角,とにかく,兎に角,N1,1,"[""anyhow, at any rate, anyway, somehow or other, generally speaking, in any case""]","[""jlpt_n1""]",[],[1443990],"[""jlpt_source""]",[]
2207,とのさま||殿様,とのさま,殿様,N1,1,"[""feudal lord""]","[""jlpt_n1""]",[],[1442650],"[""jlpt_source""]",[]
2208,とばり||帳,とばり,帳,N1,1,"[""curtain""]","[""jlpt_n1""]",[],[2546060],"[""jlpt_source""]",[]
2209,とびら||扉,とびら,扉,N1,1,"[""door, opening""]","[""jlpt_n1""]",[],[1483380],"[""jlpt_source""]",[]
2210,とほ||徒歩,とほ,徒歩,N1,1,"[""walking, going on foot""]","[""jlpt_n1""]",[],[1444510],"[""jlpt_source""]",[]
2211,とぼしい||乏しい,とぼしい,乏しい,N1,1,"[""meagre, scarce, limited, destitute, hard up, scanty, poor""]","[""jlpt_n1""]",[],[1584130],"[""jlpt_source""]",[]
2212,とみ||富,とみ,富,N1,1,"[""wealth, fortune""]","[""jlpt_n1""]",[],[1496730],"[""jlpt_source""]",[]
2213,とむ||富む,とむ,富む,N1,1,"[""to be rich, to become rich""]","[""jlpt_n1""]",[],[1496740],"[""jlpt_source""]",[]
2214,とも||共,とも,共,N1,1,"[""both, neither (neg), all, and, as well as, including, with, together with, plural ending""]","[""jlpt_n1""]",[],[1578040],"[""jlpt_source""]",[]
2215,ともかく||兎も角,ともかく,兎も角,N1,1,"[""anyhow, anyway, somehow or other, generally speaking, in any case""]","[""jlpt_n1""]",[],[1444010],"[""jlpt_source""]",[]
2216,ともかせぎ||共稼ぎ,ともかせぎ,共稼ぎ,N1,1,"[""working together, (husband and wife) earning a living together""]","[""jlpt_n1""]",[],[1234340],"[""jlpt_source""]",[]
2217,ともしび||灯,ともしび,灯,N1,1,"[""light""]","[""jlpt_n1""]",[],[2850328],"[""jlpt_source""]",[]
2218,ともなう||伴う,ともなう,伴う,N1,1,"[""to accompany, to bring with, to be accompanied by, to be involved in""]","[""jlpt_n1""]",[],[1478370],"[""jlpt_source""]",[]
2219,ともばたらき||共働き,ともばたらき,共働き,N1,1,"[""dual income""]","[""jlpt_n1""]",[],[1234760],"[""jlpt_source""]",[]
2220,とらえる||捕らえる,とらえる,捕らえる,N1,1,"[""to seize, to grasp, to capture, to arrest""]","[""jlpt_n1""]",[],[1598960],"[""jlpt_source""]",[]
2221,とりあえず||取りあえず,とりあえず,取りあえず,N1,1,"[""at once, first of all, for the time being""]","[""jlpt_n1""]",[],[1598980],"[""jlpt_source""]",[]
2222,とりあつかい||取り扱い,とりあつかい,取り扱い,N1,1,"[""treatment, service, handling, management""]","[""jlpt_n1""]",[],[1598990],"[""jlpt_source""]",[]
2223,とりあつかう||取り扱う,とりあつかう,取り扱う,N1,1,"[""to treat, to handle, to deal in""]","[""jlpt_n1""]",[],[1326540],"[""jlpt_source""]",[]
2224,とりい||鳥居,とりい,鳥居,N1,1,"[""torii (Shinto shrine archway)""]","[""jlpt_n1""]",[],[1430280],"[""jlpt_source""]",[]
2225,とりかえ||取り替え,とりかえ,取り替え,N1,1,"[""swap, exchange""]","[""jlpt_n1""]",[],[1599020],"[""jlpt_source""]",[]
2226,とりくむ||取り組む,とりくむ,取り組む,N1,1,"[""to tackle, to wrestle with, to engage in a bout, to come to grips with""]","[""jlpt_n1""]",[],[1326820],"[""jlpt_source""]",[]
2227,とりしまり||取り締まり,とりしまり,取り締まり,N1,1,"[""control, management, supervision""]","[""jlpt_n1""]",[],[1599070],"[""jlpt_source""]",[]
2228,とりしまる||取り締まる,とりしまる,取り締まる,N1,1,"[""to manage, to control, to supervise""]","[""jlpt_n1""]",[],[1326860],"[""jlpt_source""]",[]
2229,とりしらべる||取り調べる,とりしらべる,取り調べる,N1,1,"[""to investigate, to examine""]","[""jlpt_n1""]",[],[1326840],"[""jlpt_source""]",[]
2230,とりたてる||取り立てる,とりたてる,取り立てる,N1,1,"[""to collect, to extort, to appoint, to promote""]","[""jlpt_n1""]",[],[1326960],"[""jlpt_source""]",[]
2231,とりつぐ||取り次ぐ,とりつぐ,取り次ぐ,N1,1,"[""to act as an agent for, to announce (someone), to convey (a message)""]","[""jlpt_n1""]",[],[1326760],"[""jlpt_source""]",[]
2232,とりのぞく||取り除く,とりのぞく,取り除く,N1,1,"[""to remove, to take away, to set apart""]","[""jlpt_n1""]",[],[1326780],"[""jlpt_source""]",[]
2233,とりひき||取り引き,とりひき,取り引き,N1,1,"[""transactions, dealings, business""]","[""jlpt_n1""]",[],[1599120],"[""jlpt_source""]",[]
2234,とりまく||取り巻く,とりまく,取り巻く,N1,1,"[""to surround, to circle, to enclose""]","[""jlpt_n1""]",[],[1326610],"[""jlpt_source""]",[]
2235,とりまぜる||取り混ぜる,とりまぜる,取り混ぜる,N1,1,"[""to mix, to put together""]","[""jlpt_n1""]",[],[1326730],"[""jlpt_source""]",[]
2236,とりもどす||取り戻す,とりもどす,取り戻す,N1,1,"[""to take back, to regain""]","[""jlpt_n1""]",[],[1326940],"[""jlpt_source""]",[]
2237,とりよせる||取り寄せる,とりよせる,取り寄せる,N1,1,"[""to order, to send away for""]","[""jlpt_n1""]",[],[1326620],"[""jlpt_source""]",[]
2238,とりわけ||取り分け,とりわけ,取り分け,N1,1,"[""especially, above all""]","[""jlpt_n1""]",[],[1599150],"[""jlpt_source""]",[]
2239,とろける||蕩ける,とろける,蕩ける,N1,1,"[""to be enchanted with""]","[""jlpt_n1""]",[],[1599170],"[""jlpt_source""]",[]
2240,とんだ||,とんだ,,N1,1,"[""terrible, awful, serious, preposterous, absolutely not""]","[""jlpt_n1""]",[],[1008770],"[""jlpt_source""]",[]
2241,どう||働,どう,働,N1,1,"[""work, labor""]","[""jlpt_n1""]",[],[],"[""jlpt_source""]",[]
2242,どう||同,どう,同,N1,1,"[""the same, the said, ibid.""]","[""jlpt_n1""]",[],[1451730],"[""jlpt_source""]",[]
2243,どう||胴,どう,胴,N1,1,"[""trunk, body, frame""]","[""jlpt_n1""]",[],[1454010],"[""jlpt_source""]",[]
2244,どうい||同意,どうい,同意,N1,1,"[""agreement, consent, same meaning, same opinion, approval""]","[""jlpt_n1""]",[],[1451850],"[""jlpt_source""]",[]
2245,どういん||動員,どういん,動員,N1,1,"[""mobilization""]","[""jlpt_n1""]",[],[1451260],"[""jlpt_source""]",[]
2246,どうかん||同感,どうかん,同感,N1,1,"[""agreement, same opinion, same feeling, sympathy, concurrence""]","[""jlpt_n1""]",[],[1452020],"[""jlpt_source""]",[]
2247,どうき||動機,どうき,動機,N1,1,"[""motive, incentive""]","[""jlpt_n1""]",[],[1451310],"[""jlpt_source""]",[]
2248,どうきゅう||同級,どうきゅう,同級,N1,1,"[""the same grade, same class""]","[""jlpt_n1""]",[],[1452110],"[""jlpt_source""]",[]
2249,どうきょ||同居,どうきょ,同居,N1,1,"[""living together""]","[""jlpt_n1""]",[],[1452130],"[""jlpt_source""]",[]
2250,どうこう||動向,どうこう,動向,N1,1,"[""trend, tendency, movement, attitude""]","[""jlpt_n1""]",[],[1451330],"[""jlpt_source""]",[]
2251,どうし||同士,どうし,同士,N1,1,"[""fellow, companion, comrade""]","[""jlpt_n1""]",[],[1452400],"[""jlpt_source""]",[]
2252,どうし||同志,どうし,同志,N1,1,"[""same mind, comrade, kindred soul""]","[""jlpt_n1""]",[],[1452410],"[""jlpt_source""]",[]
2253,どうして||如何して,どうして,如何して,N1,1,"[""why?, for what reason, how, in what way, for what purpose, what for""]","[""jlpt_n1""]",[],[1466940],"[""jlpt_source""]",[]
2254,どうしても||如何しても,どうしても,如何しても,N1,1,"[""by all means, at any cost, no matter what, after all, in the long run, cravingly, at any rate, surely""]","[""jlpt_n1""]",[],[1466950],"[""jlpt_source""]",[]
2255,どうじょう||同情,どうじょう,同情,N1,1,"[""sympathy, compassion, sympathize, pity, feel for""]","[""jlpt_n1""]",[],[1452720],"[""jlpt_source""]",[]
2256,どうじょう||道場,どうじょう,道場,N1,1,"[""dojo, hall used for martial arts training, mandala""]","[""jlpt_n1""]",[],[1454220],"[""jlpt_source""]",[]
2257,どうぞよろしく||どうぞ宜しく,どうぞよろしく,どうぞ宜しく,N1,1,"[""pleased to meet you""]","[""jlpt_n1""]",[],[1008960],"[""jlpt_source""]",[]
2258,どうちょう||同調,どうちょう,同調,N1,1,"[""sympathy, agree with, alignment, tuning""]","[""jlpt_n1""]",[],[1453120],"[""jlpt_source""]",[]
2259,どうてき||動的,どうてき,動的,N1,1,"[""dynamic, kinetic""]","[""jlpt_n1""]",[],[1451440],"[""jlpt_source""]",[]
2260,どうとう||同等,どうとう,同等,N1,1,"[""equality, equal, same rights, same rank""]","[""jlpt_n1""]",[],[1453190],"[""jlpt_source""]",[]
2261,どうどう||堂々,どうどう,堂々,N1,1,"[""magnificent, grand, impressive""]","[""jlpt_n1""]",[],[1599260],"[""jlpt_source""]",[]
2262,どうにか||,どうにか,,N1,1,"[""in some way or other, one way or another""]","[""jlpt_n1""]",[],[1008990],"[""jlpt_source""]",[]
2263,どうにゅう||導入,どうにゅう,導入,N1,1,"[""introduction, bringing in, leading in""]","[""jlpt_n1""]",[],[1453790],"[""jlpt_source""]",[]
2264,どうふう||同封,どうふう,同封,N1,1,"[""enclosure (e.g. in a letter)""]","[""jlpt_n1""]",[],[1453340],"[""jlpt_source""]",[]
2265,どうめい||同盟,どうめい,同盟,N1,1,"[""alliance, union, league""]","[""jlpt_n1""]",[],[1599290],"[""jlpt_source""]",[]
2266,どうやら||,どうやら,,N1,1,"[""it seems like, somehow or other""]","[""jlpt_n1""]",[],[1009020],"[""jlpt_source""]",[]
2267,どうよう||動揺,どうよう,動揺,N1,1,"[""disturbance, unrest, shaking, trembling, pitching, rolling, oscillation, agitation, excitement, commotion""]","[""jlpt_n1""]",[],[1451630],"[""jlpt_source""]",[]
2268,どうりょく||動力,どうりょく,動力,N1,1,"[""power, motive power, dynamic force""]","[""jlpt_n1""]",[],[1451660],"[""jlpt_source""]",[]
2269,どくさい||独裁,どくさい,独裁,N1,1,"[""dictatorship, despotism""]","[""jlpt_n1""]",[],[1455800],"[""jlpt_source""]",[]
2270,どくしゃ||読者,どくしゃ,読者,N1,1,"[""reader""]","[""jlpt_n1""]",[],[1456400],"[""jlpt_source""]",[]
2271,どくじ||独自,どくじ,独自,N1,1,"[""original, peculiar, characteristic""]","[""jlpt_n1""]",[],[1455810],"[""jlpt_source""]",[]
2272,どくせん||独占,どくせん,独占,N1,1,"[""monopoly""]","[""jlpt_n1""]",[],[1455870],"[""jlpt_source""]",[]
2273,どくそう||独創,どくそう,独創,N1,1,"[""originality""]","[""jlpt_n1""]",[],[1455920],"[""jlpt_source""]",[]
2274,どこ||何処,どこ,何処,N1,1,"[""where, what place""]","[""jlpt_n1""]",[],[1577140],"[""jlpt_source""]",[]
2275,どこか||何処か,どこか,何処か,N1,1,"[""somewhere, anywhere, in some respects""]","[""jlpt_n1""]",[],[1189000],"[""jlpt_source""]",[]
2276,どさん||土産,どさん,土産,N1,1,"[""product of the land""]","[""jlpt_n1""]",[],[1702340],"[""jlpt_source""]",[]
2277,どだい||土台,どだい,土台,N1,1,"[""foundation, base, basis""]","[""jlpt_n1""]",[],[1445450],"[""jlpt_source""]",[]
2278,どちら||何方,どちら,何方,N1,1,"[""which, who""]","[""jlpt_n1""]",[],[1189360],"[""jlpt_source""]",[]
2279,どて||土手,どて,土手,N1,1,"[""embankment, bank""]","[""jlpt_n1""]",[],[1445370],"[""jlpt_source""]",[]
2280,どなた||何方,どなた,何方,N1,1,"[""who?""]","[""jlpt_n1""]",[],[1189370],"[""jlpt_source""]",[]
2281,どなる||怒鳴る,どなる,怒鳴る,N1,1,"[""to shout, to yell""]","[""jlpt_n1""]",[],[1445740],"[""jlpt_source""]",[]
2282,どひょう||土俵,どひょう,土俵,N1,1,"[""arena""]","[""jlpt_n1""]",[],[1445550],"[""jlpt_source""]",[]
2283,どぼく||土木,どぼく,土木,N1,1,"[""public works""]","[""jlpt_n1""]",[],[1445570],"[""jlpt_source""]",[]
2284,どれ||何れ,どれ,何れ,N1,1,"[""well, now, let me see, which (of three or more)""]","[""jlpt_n1""]",[],[1009290],"[""jlpt_source""]",[]
2285,どれどれ||何れ何れ,どれどれ,何れ何れ,N1,1,"[""which (emphatic)""]","[""jlpt_n1""]",[],[1188630],"[""jlpt_source""]",[]
2286,どわすれ||度忘れ,どわすれ,度忘れ,N1,1,"[""lapse of memory, forget for a moment""]","[""jlpt_n1""]",[],[1445240],"[""jlpt_source""]",[]
2287,どんかん||鈍感,どんかん,鈍感,N1,1,"[""thickheadedness, stolidity""]","[""jlpt_n1""]",[],[1457600],"[""jlpt_source""]",[]
2288,ないかく||内閣,ないかく,内閣,N1,1,"[""cabinet, (government) ministry""]","[""jlpt_n1""]",[],[1457910],"[""jlpt_source""]",[]
2289,ないし||乃至,ないし,乃至,N1,1,"[""from...to, between...and, or""]","[""jlpt_n1""]",[],[1469810],"[""jlpt_source""]",[]
2290,ないぞう||内臓,ないぞう,内臓,N1,1,"[""internal organs, intestines, viscera""]","[""jlpt_n1""]",[],[1458740],"[""jlpt_source""]",[]
